sample_index,stratum,player_url,expected_afltables_identity,child_status,outcome,reason_codes,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,earliest_recruitment_year,earliest_recruitment_event_type,numeric_suffix,continuity_rule_url,name_variant,known_exception_class,ledger_status,weak_evidence,operator_review_required,missing_fields
181,census,https://www.draftguru.com.au/players/jarrod_pickett/1,players/J/Jarrod_Pickett.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jarrod Pickett,1996,1996,2017,2018,17,2014,National,False,False,False,,none,False,False,
182,census,https://www.draftguru.com.au/players/jarryd_roughead/1,players/J/Jarryd_Roughead.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jarryd Roughead,1987,1987,2005,2019,283,2004,National,False,False,False,,none,False,False,
183,census,https://www.draftguru.com.au/players/jason_horne-francis/1,players/J/Jason_Horne-Francis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jason Horne-Francis,2003,2003,2022,2025,80,2021,National,False,False,False,,none,False,False,
184,census,https://www.draftguru.com.au/players/jason_laycock/1,players/J/Jason_Laycock.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jason Laycock,1984,1984,2004,2008,58,2002,National,False,False,False,,none,False,False,
185,census,https://www.draftguru.com.au/players/jason_mccartney/1,players/J/Jason_McCartney.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jason McCartney,1974,1974,1991,2003,182,1990,National,False,False,False,,none,False,False,
186,census,https://www.draftguru.com.au/players/jason_norrish/1,players/J/Jason_Norrish.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jason Norrish,1972,1972,1993,2002,148,1991,National,False,False,False,,none,False,False,
187,census,https://www.draftguru.com.au/players/jed_walter/1,players/J/Jed_Walter.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jed Walter,2005,2005,2024,2025,30,2023,National,False,False,False,,none,False,False,
188,census,https://www.draftguru.com.au/players/jeff_white/1,players/J/Jeff_White.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jeff White,1977,1977,1995,2008,268,1994,National,False,False,False,,none,False,False,
189,census,https://www.draftguru.com.au/players/jeremy_guard/1,players/J/Jeremy_Guard.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jeremy Guard,1970,1970,1992,1995,68,1991,National,False,False,False,,none,False,False,
190,census,https://www.draftguru.com.au/players/jhye_clark/1,players/J/Jhye_Clark.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jhye Clark,2004,2004,2023,2025,26,2022,National,False,False,False,,none,False,False,
191,census,https://www.draftguru.com.au/players/jimmy_bartel/1,players/J/Jimmy_Bartel.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jimmy Bartel,1983,1984,2002,2016,305,2001,National,False,False,False,,none,False,False,
192,census,https://www.draftguru.com.au/players/jimmy_toumpas/1,players/J/Jimmy_Toumpas.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jimmy Toumpas,1994,1994,2013,2017,37,2012,National,False,False,False,,none,False,False,
193,census,https://www.draftguru.com.au/players/jody_arnol/1,players/J/Jody_Arnol.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jody Arnol,1968,1968,1990,1991,13,1989,National,False,False,False,,none,False,False,
194,census,https://www.draftguru.com.au/players/joe_daniher/1,players/J/Joe_Daniher.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Joe Daniher,1994,1994,2013,2024,204,2012,National,False,False,False,,none,False,False,
195,census,https://www.draftguru.com.au/players/joel_corey/1,players/J/Joel_Corey.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Joel Corey,1982,1982,2000,2013,276,1999,National,False,False,False,,none,False,False,
196,census,https://www.draftguru.com.au/players/joel_selwood/1,players/J/Joel_Selwood.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Joel Selwood,1988,1988,2007,2022,355,2006,National,False,False,False,,none,False,False,
197,census,https://www.draftguru.com.au/players/joel_smith/1,players/J/Joel_Smith.html,target_not_registered,target_unregistered,TARGET_NOT_REGISTERED,Joel Smith,1977,,,,,1994,National,False,False,False,numbering,none,False,True,
198,census,https://www.draftguru.com.au/players/john_brinkkotter/1,players/J/John_Brinkkotter.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Brinkkotter,1966,1966,1988,1989,5,1986,National,False,False,False,,none,False,False,
199,census,https://www.draftguru.com.au/players/john_butcher/1,players/J/John_Butcher.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Butcher,1991,1991,2011,2016,31,2009,National,False,False,False,,none,False,False,
200,census,https://www.draftguru.com.au/players/john_hutton/1,players/J/John_Hutton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Hutton,1966,1966,1992,1995,36,1991,National,False,False,False,,none,False,False,
201,census,https://www.draftguru.com.au/players/john_meesen/1,players/J/John_Meesen.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Meesen,1986,1986,2007,2009,6,2004,National,False,False,False,,none,False,False,
202,census,https://www.draftguru.com.au/players/john_rombotis/1,players/J/John_Rombotis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Rombotis,1976,1976,1995,2000,48,1994,National,False,False,False,,none,False,False,
203,census,https://www.draftguru.com.au/players/jonathan_o'rourke/1,players/J/Jonathan_ORourke.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jonathan O'Rourke,1994,1994,2013,2018,21,2012,National,False,False,False,,none,False,False,
204,census,https://www.draftguru.com.au/players/jonathon_patton/1,players/J/Jonathon_Patton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jonathon Patton,1993,1993,2012,2020,95,2011,National,False,False,False,,none,False,False,
205,census,https://www.draftguru.com.au/players/jordan_de%20goey/1,players/J/Jordan_de_Goey.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jordan De Goey,1996,1996,2015,2025,182,2014,National,False,False,False,,none,False,False,
206,census,https://www.draftguru.com.au/players/jordan_lewis/1,players/J/Jordan_Lewis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jordan Lewis,1986,1986,2005,2019,319,2004,National,False,False,False,,none,False,False,
207,census,https://www.draftguru.com.au/players/jordan_mcmahon/1,players/J/Jordan_McMahon.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jordan McMahon,1983,1983,2001,2009,148,2000,National,False,False,False,,none,False,False,
208,census,https://www.draftguru.com.au/players/jordan_russell/1,players/J/Jordan_Russell.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jordan Russell,1986,1986,2005,2013,125,2004,National,False,False,False,,none,False,False,
209,census,https://www.draftguru.com.au/players/josh_caddy/1,players/J/Josh_Caddy.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Caddy,1992,1992,2011,2021,174,2010,National,False,False,False,,none,False,False,
210,census,https://www.draftguru.com.au/players/josh_carr/1,players/J/Josh_Carr.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Carr,1980,1980,2000,2010,207,1998,National,False,False,False,,none,False,False,
211,census,https://www.draftguru.com.au/players/josh_fraser/1,players/J/Josh_Fraser.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Fraser,1982,1982,2000,2012,218,1999,National,False,False,False,,none,False,False,
212,census,https://www.draftguru.com.au/players/josh_gibcus/1,players/J/Josh_Gibcus.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Gibcus,2003,2003,2022,2025,21,2021,National,False,False,False,,none,False,False,
213,census,https://www.draftguru.com.au/players/josh_kelly/1,players/J/Josh_Kelly.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Kelly,1995,1995,2014,2025,230,2013,National,False,False,False,,none,False,False,
214,census,https://www.draftguru.com.au/players/josh_kennedy/1,players/J/Josh_Kennedy0.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Kennedy,1987,1987,2006,2022,293,2005,National,True,False,False,,none,False,True,
215,census,https://www.draftguru.com.au/players/josh_rachele/1,players/J/Josh_Rachele.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Rachele,2003,2003,2022,2025,70,2021,National,False,False,False,,none,False,False,
216,census,https://www.draftguru.com.au/players/josh_schache/1,players/J/Josh_Schache.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Schache,1997,1997,2016,2024,76,2015,National,False,False,False,,none,False,False,
217,census,https://www.draftguru.com.au/players/josh_ward/2,players/J/Josh_Ward.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Ward,2003,2003,2022,2025,67,2021,National,False,False,False,,none,False,False,
218,census,https://www.draftguru.com.au/players/jude_bolton/1,players/J/Jude_Bolton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jude Bolton,1980,1980,1999,2013,325,1998,National,False,False,False,,none,False,False,
219,census,https://www.draftguru.com.au/players/justin_koschitzke/1,players/J/Justin_Koschitzke.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Justin Koschitzke,1982,1982,2001,2013,200,2000,National,False,False,False,,none,False,False,
220,census,https://www.draftguru.com.au/players/justin_leppitsch/1,players/J/Justin_Leppitsch.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Justin Leppitsch,1975,1976,1993,2006,227,1992,National,False,False,False,,none,False,False,
221,census,https://www.draftguru.com.au/players/justin_longmuir/1,players/J/Justin_Longmuir.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Justin Longmuir,1981,1980,1999,2007,139,1998,National,False,False,False,,none,False,False,
222,census,https://www.draftguru.com.au/players/justin_murphy/1,players/J/Justin_Murphy.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Justin Murphy,1976,1976,1994,2005,185,1993,National,False,False,False,,none,False,False,
223,census,https://www.draftguru.com.au/players/jye_amiss/1,players/J/Jye_Amiss.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jye Amiss,2003,2003,2022,2025,71,2021,National,False,False,False,,none,False,False,
224,census,https://www.draftguru.com.au/players/kade_kolodjashnij/1,players/K/Kade_Kolodjashnij.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kade Kolodjashnij,1995,1995,2014,2019,80,2013,National,False,False,False,,none,False,False,
225,census,https://www.draftguru.com.au/players/kane_tenace/1,players/K/Kane_Tenace.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kane Tenace,1985,1985,2004,2009,59,2003,National,False,False,False,,none,False,False,
226,census,https://www.draftguru.com.au/players/kayne_pettifer/1,players/K/Kayne_Pettifer.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kayne Pettifer,1982,1982,2001,2009,113,2000,National,False,False,False,,none,False,False,
227,census,https://www.draftguru.com.au/players/keith_thomas/2,players/K/Keith_Thomas1.html,bridged,offline_limited,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT,Keith Thomas,1961,1961,1987,1988,28,1982,,True,False,False,,none,False,True,
228,census,https://www.draftguru.com.au/players/ken_judge/1,players/K/Ken_Judge.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ken Judge,1958,1958,1983,1988,89,1981,,False,False,False,,none,False,False,
229,census,https://www.draftguru.com.au/players/kepler_bradley/1,players/K/Kepler_Bradley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kepler Bradley,1985,1986,2004,2013,117,2003,National,False,False,False,,none,False,False,
230,census,https://www.draftguru.com.au/players/kris_massie/1,players/K/Kris_Massie.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kris Massie,1980,1980,1998,2008,131,1997,National,False,False,False,,none,False,False,
231,census,https://www.draftguru.com.au/players/lachie_ash/1,players/L/Lachie_Ash.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachie Ash,2001,2001,2020,2025,125,2019,National,False,False,False,,none,False,False,
232,census,https://www.draftguru.com.au/players/lachie_henderson/1,players/L/Lachie_Henderson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachie Henderson,1989,1990,2008,2021,206,2007,National,False,False,False,,none,False,False,
233,census,https://www.draftguru.com.au/players/lachie_plowman/1,players/L/Lachie_Plowman.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachie Plowman,1994,1994,2013,2023,145,2012,National,False,False,False,,none,False,False,
234,census,https://www.draftguru.com.au/players/lachie_whitfield/1,players/L/Lachie_Whitfield.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachie Whitfield,1994,1994,2013,2025,257,2012,National,False,False,False,,none,False,False,
235,census,https://www.draftguru.com.au/players/lachlan_hansen/1,players/L/Lachlan_Hansen.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachlan Hansen,1988,1988,2007,2017,151,2006,National,False,False,False,,none,False,False,
236,census,https://www.draftguru.com.au/players/lance_franklin/1,players/L/Lance_Franklin.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lance Franklin,1987,1987,2005,2023,354,2004,National,False,False,False,,none,False,False,
237,census,https://www.draftguru.com.au/players/laurence_angwin/1,players/L/Laurence_Angwin.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Laurence Angwin,1982,1982,2003,2003,4,2000,National,False,False,False,,none,False,False,
238,census,https://www.draftguru.com.au/players/leigh_brockman/1,players/L/Leigh_Brockman.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Leigh Brockman,1978,1978,1998,2002,12,1996,National,False,False,False,,none,False,False,
239,census,https://www.draftguru.com.au/players/leigh_brown/1,players/L/Leigh_Brown.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Leigh Brown,1982,1982,2000,2011,246,1999,National,False,False,False,,none,False,False,
240,census,https://www.draftguru.com.au/players/leo_lombard/1,players/L/Leo_Lombard.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Leo Lombard,2006,2006,2025,2025,4,2024,National,False,False,False,,none,False,False,
241,census,https://www.draftguru.com.au/players/leon_cameron/1,players/L/Leon_Cameron.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Leon Cameron,1972,1972,1990,2003,256,1988,National,False,False,False,,none,False,False,
242,census,https://www.draftguru.com.au/players/levi_ashcroft/1,players/L/Levi_Ashcroft.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Levi Ashcroft,2006,2006,2025,2025,27,2024,National,False,False,False,,none,False,False,
243,census,https://www.draftguru.com.au/players/liam_henry/2,players/L/Liam_Henry.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Liam Henry,2001,2001,2020,2025,61,2019,National,False,False,False,,none,False,False,
244,census,https://www.draftguru.com.au/players/liam_sumner/1,players/L/Liam_Sumner.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Liam Sumner,1993,1993,2012,2017,32,2011,National,False,False,False,,none,False,False,
245,census,https://www.draftguru.com.au/players/lochie_o'brien/1,players/L/Lochie_OBrien.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lochie O'Brien,1999,1999,2018,2023,66,2017,National,False,False,False,,none,False,False,
246,census,https://www.draftguru.com.au/players/logan_mcdonald/1,players/L/Logan_McDonald.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Logan McDonald,2002,2002,2021,2024,70,2020,National,False,False,False,,none,False,False,
247,census,https://www.draftguru.com.au/players/luke_ball/1,players/L/Luke_Ball.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Ball,1984,1984,2003,2014,223,2001,National,False,False,False,,none,False,False,
248,census,https://www.draftguru.com.au/players/luke_brennan/1,players/L/Luke_Brennan.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Brennan,1985,1985,2004,2008,28,2002,National,False,False,False,,none,False,False,
249,census,https://www.draftguru.com.au/players/luke_davies-uniacke/1,players/L/Luke_Davies-Uniacke.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Davies-Uniacke,1999,1999,2018,2025,130,2017,National,False,False,False,,none,False,False,
250,census,https://www.draftguru.com.au/players/luke_hodge/1,players/L/Luke_Hodge.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Hodge,1984,1984,2002,2019,346,2001,National,False,False,False,,none,False,False,
251,census,https://www.draftguru.com.au/players/luke_jackson/1,players/L/Luke_Jackson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Jackson,2001,2001,2020,2025,119,2019,National,False,False,False,,none,False,False,
252,census,https://www.draftguru.com.au/players/luke_livingston/1,players/L/Luke_Livingston.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Livingston,1982,1983,2002,2006,46,2000,National,False,False,False,,none,False,False,
253,census,https://www.draftguru.com.au/players/luke_mcdonald/1,players/L/Luke_McDonald.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke McDonald,1995,1995,2014,2025,218,2013,National,False,False,False,,none,False,False,
254,census,https://www.draftguru.com.au/players/luke_mcpharlin/1,players/L/Luke_McPharlin.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke McPharlin,1981,1982,2000,2015,256,1999,National,False,False,False,,none,False,False,
255,census,https://www.draftguru.com.au/players/luke_power/1,players/L/Luke_Power.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Power,1980,1980,1998,2012,302,1997,National,False,False,False,,none,False,False,
256,census,https://www.draftguru.com.au/players/mac_andrew/1,players/M/Mac_Andrew.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Mac Andrew,2003,2003,2022,2025,65,2021,National,False,False,False,,none,False,False,
257,census,https://www.draftguru.com.au/players/marc_murphy/1,players/M/Marc_Murphy.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Marc Murphy,1987,1987,2006,2021,300,2005,National,False,False,False,,none,False,False,
