source_key,family_key,family_name,person_a_name,person_a_role,person_a_wikipedia,person_a_clubs,person_a_legacy,person_a_profile,person_a_link,person_a_note,person_b_name,person_b_role,person_b_wikipedia,person_b_clubs,person_b_legacy,person_b_profile,person_b_link,person_b_note,relationship_label,source_label,evidence,extraction_method,source_revision_id,also_source_keys
7068fa071792a7342b5966fb,christou-0182,Christou,Jim Christou,brother,https://en.wikipedia.org/wiki/Jim_Christou,,unique:1595,players/J/Jim_Christou.html,unique,name,John Christou,sibling,https://en.wikipedia.org/wiki/John_Christou,,unique:10847,players/J/John_Christou.html,unique,name,brothers,siblings/brothers,Jim is the elder brother of John.,prose_rule,1365040810,
ba9abd33fb38fa96d702c4eb,clarke-1-0184,Clarke (1),Raphael Clarke,sibling,https://en.wikipedia.org/wiki/Raphael_Clarke,,unique:4046,players/R/Raphael_Clarke.html,unique,name,Xavier Clarke,sibling,https://en.wikipedia.org/wiki/Xavier_Clarke,,unique:1127,players/X/Xavier_Clarke.html,unique,name,brothers,siblings/brothers,Raphael and Xavier are brothers.,prose_rule,1365040810,
b251c3e7ab2294eaa14c3d2f,clegg-0191,Clegg,Brian Clegg,sibling,https://en.wikipedia.org/wiki/Brian_Clegg_(footballer),,unique:9258,players/B/Brian_Clegg.html,unique,name,Ron Clegg,brother,https://en.wikipedia.org/wiki/Ron_Clegg,,unique:1605,players/R/Ron_Clegg.html,unique,name,brothers,siblings/brothers,Ron was the elder brother of Brian.,prose_rule,1365040810,
091ce67fdbc2b16a6af4ed13,clohesy-0192,Clohesy,Sam Clohesy,sibling,https://en.wikipedia.org/wiki/Sam_Clohesy,,unique:13119,players/S/Sam_Clohesy.html,unique,name,Ted Clohesy,sibling,https://en.wikipedia.org/wiki/Ted_Clohesy,,unique:13093,players/T/Ted_Clohesy.html,unique,name,brothers,siblings/brothers,Sam and Ted are brothers.,prose_rule,1365040810,
afldb-sibling-supplement:013,cloke-0193,Cloke,Cameron Cloke,brother,,,,players/C/Cameron_Cloke.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke': 'Travis played alongside his two older brothers Jason and Cameron'; 'Cameron however was picked up in the AFL Pre-Season Draft by Carlton'. AFL Tables Cameron_Cloke: born 1984, Collingwood/Carlton/Port Adelaide 2004-2010, 58 games",Travis Cloke,brother,,,,players/T/Travis_Cloke.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke': 'Travis played alongside his two older brothers Jason and Cameron'; 'Cameron however was picked up in the AFL Pre-Season Draft by Carlton'. AFL Tables Cameron_Cloke: born 1984, Collingwood/Carlton/Port Adelaide 2004-2010, 58 games",brothers,supplement,"Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke': 'Travis played alongside his two older brothers Jason and Cameron'; 'Cameron however was picked up in the AFL Pre-Season Draft by Carlton'. AFL Tables Cameron_Cloke: born 1984, Collingwood/Carlton/Port Adelaide 2004-2010, 58 games",adjudication,,
afldb-sibling-supplement:012,cloke-0193,Cloke,Jason Cloke,brother,,,,players/J/Jason_Cloke.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke' (born 5 March 1987, Collingwood 2005-2016, Western Bulldogs 2017): 'Travis played alongside his two older brothers Jason and Cameron, until the end of the 2006 season'. AFL Tables Jason_Cloke: born 1982, Collingwood 2002-2006, 76 games",Travis Cloke,brother,,,,players/T/Travis_Cloke.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke' (born 5 March 1987, Collingwood 2005-2016, Western Bulldogs 2017): 'Travis played alongside his two older brothers Jason and Cameron, until the end of the 2006 season'. AFL Tables Jason_Cloke: born 1982, Collingwood 2002-2006, 76 games",brothers,supplement,"Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cloke'): 'David is the father of Cameron, Jason and Travis' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Travis Cloke' (born 5 March 1987, Collingwood 2005-2016, Western Bulldogs 2017): 'Travis played alongside his two older brothers Jason and Cameron, until the end of the 2006 season'. AFL Tables Jason_Cloke: born 1982, Collingwood 2002-2006, 76 games",adjudication,,
3f5ce681d8bc38668f253f32,cock-0196,Cock,Arthur Cock,sibling,https://en.wikipedia.org/wiki/Arthur_Cock,,unique:6946,players/A/Arthur_Cock.html,unique,name,Eric Cock,sibling,https://en.wikipedia.org/wiki/Eric_Cock,,unique:6872,players/E/Eric_Cock.html,unique,name,brothers,siblings/brothers,"Arthur, Eric and Herbert were brothers.",prose_rule,1365040810,
d1278a3896aab1b6e32969af,cock-0196,Cock,Arthur Cock,sibling,https://en.wikipedia.org/wiki/Arthur_Cock,,unique:6946,players/A/Arthur_Cock.html,unique,name,Herbert Cock,sibling,https://en.wikipedia.org/wiki/Herbert_Cock_(Australian_footballer),,unique:5768,players/H/Herbert_Cock.html,unique,name,brothers,siblings/brothers,"Arthur, Eric and Herbert were brothers.",prose_rule,1365040810,
449851d58fa4c732a0dcb9aa,cock-0196,Cock,Eric Cock,sibling,https://en.wikipedia.org/wiki/Eric_Cock,,unique:6872,players/E/Eric_Cock.html,unique,name,Herbert Cock,sibling,https://en.wikipedia.org/wiki/Herbert_Cock_(Australian_footballer),,unique:5768,players/H/Herbert_Cock.html,unique,name,brothers,siblings/brothers,"Arthur, Eric and Herbert were brothers.",prose_rule,1365040810,
d102e009c70ddce920708bf3,cockatoo-collins-0197,Cockatoo-Collins,Che Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/Che_Cockatoo-Collins,,unique:328,players/C/Che_Cockatoo-Collins.html,unique,name,David Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/David_Cockatoo-Collins,,unique:718,players/D/David_Cockatoo-Collins.html,unique,name,brothers,siblings/brothers,"Che, David and Donald are brothers.",prose_rule,1365040810,
5c14bb2a4482b58b4d01e2a6,cockatoo-collins-0197,Cockatoo-Collins,Donald Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/Donald_Cockatoo-Collins,,unmatched,,unmatched,no VFL/AFL player of that name,Che Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/Che_Cockatoo-Collins,,unique:328,players/C/Che_Cockatoo-Collins.html,unique,name,brothers,siblings/brothers,"Che, David and Donald are brothers.",prose_rule,1365040810,
37a5f1e691a34c842c62ddce,cockatoo-collins-0197,Cockatoo-Collins,Donald Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/Donald_Cockatoo-Collins,,unmatched,,unmatched,no VFL/AFL player of that name,David Cockatoo-Collins,sibling,https://en.wikipedia.org/wiki/David_Cockatoo-Collins,,unique:718,players/D/David_Cockatoo-Collins.html,unique,name,brothers,siblings/brothers,"Che, David and Donald are brothers.",prose_rule,1365040810,
1c45a9d1b485ef9abe9c6eea,collier-0198,Collier,Albert Collier,sibling,https://en.wikipedia.org/wiki/Albert_Collier,,unique:2702,players/A/Albert_Collier.html,unique,name,Harry Collier,sibling,https://en.wikipedia.org/wiki/Harry_Collier,,unique:1612,players/H/Harry_Collier.html,unique,name,brothers,siblings/brothers,Albert and Harry were brothers.,prose_rule,1365040810,
b1eddf1c59f9ee91ee87d78d,collins-1-0199,Collins (1),Goldie Collins,sibling,https://en.wikipedia.org/wiki/Goldie_Collins,Fitzroy,unique:6849,players/G/Goldie_Collins.html,unique,"name, played for a listed club (fitzroy)",Harry Collins,sibling,https://en.wikipedia.org/wiki/Harry_Collins_(footballer),Fitzroy,unique:6087,players/H/Harry_Collins.html,unique,"name, played for a listed club (fitzroy)",brothers,siblings/brothers,"Goldie, Harry and Norm were brothers.",prose_rule,1365040810,
89dd67a101e9072ed32d108c,collins-1-0199,Collins (1),Goldie Collins,sibling,https://en.wikipedia.org/wiki/Goldie_Collins,Fitzroy,unique:6849,players/G/Goldie_Collins.html,unique,"name, played for a listed club (fitzroy)",Norm Collins,sibling,https://en.wikipedia.org/wiki/Norm_Collins,"Fitzroy, Carlton and Hawthorn",unique:2701,players/N/Norm_Collins.html,unique,"name, played for a listed club (fitzroy, carlton, hawthorn)",brothers,siblings/brothers,"Goldie, Harry and Norm were brothers.",prose_rule,1365040810,
c306735db7714a5aade7ccac,collins-1-0199,Collins (1),Harry Collins,sibling,https://en.wikipedia.org/wiki/Harry_Collins_(footballer),Fitzroy,unique:6087,players/H/Harry_Collins.html,unique,"name, played for a listed club (fitzroy)",Norm Collins,sibling,https://en.wikipedia.org/wiki/Norm_Collins,"Fitzroy, Carlton and Hawthorn",unique:2701,players/N/Norm_Collins.html,unique,"name, played for a listed club (fitzroy, carlton, hawthorn)",brothers,siblings/brothers,"Goldie, Harry and Norm were brothers.",prose_rule,1365040810,
13e48a722bdf24036b7b7424,considine-0205,Considine,Bernie Considine,sibling,https://en.wikipedia.org/wiki/Bernard_Considine,,unique:9354,players/B/Bernie_Considine.html,unique,name,Frank Considine,sibling,https://en.wikipedia.org/wiki/Frank_Considine,,unique:9487,players/F/Frank_Considine.html,unique,name,brothers,siblings/brothers,"Bernie, Maurie and Frank are brothers, Paul is Maurie's son.",prose_rule,1365040810,
b56052b0a1c020fbe8b2aa2c,considine-0205,Considine,Bernie Considine,sibling,https://en.wikipedia.org/wiki/Bernard_Considine,,unique:9354,players/B/Bernie_Considine.html,unique,name,Maurie Considine,sibling,https://en.wikipedia.org/wiki/Maurie_Considine,,unique:9355,players/M/Maurie_Considine.html,unique,name,brothers,siblings/brothers,"Bernie, Maurie and Frank are brothers, Paul is Maurie's son.",prose_rule,1365040810,
02d4e4ca1aa3dd0b9aba3d87,considine-0205,Considine,Frank Considine,sibling,https://en.wikipedia.org/wiki/Frank_Considine,,unique:9487,players/F/Frank_Considine.html,unique,name,Maurie Considine,sibling,https://en.wikipedia.org/wiki/Maurie_Considine,,unique:9355,players/M/Maurie_Considine.html,unique,name,brothers,siblings/brothers,"Bernie, Maurie and Frank are brothers, Paul is Maurie's son.",prose_rule,1365040810,
fa6626ece5a179e065e3a33e,conway-0206,Conway,Isaac Conway,brother,,,unmatched,,unmatched,no VFL/AFL player of that name,Sophie Conway,sibling,https://en.wikipedia.org/wiki/Sophie_Conway,,unmatched,,unmatched,no VFL/AFL player of that name,brothers,siblings/brothers,Isaac is the elder brother of Sophie.,prose_rule,1365040810,
0c16610b46813888b7f2a9d4,cook-0207,Cook,Fred Cook,twin,https://en.wikipedia.org/wiki/Fred_Cook_(Australian_footballer_born_1922),,ambiguous,players/F/Fred_Cook0.html,unique,"name, Wikipedia title birth year 1922",Keith Cook,twin,https://en.wikipedia.org/wiki/Keith_Cook,,unique:8730,players/K/Keith_Cook.html,unique,name,twin brothers,twins,Fred and Keith were twins.,prose_rule,1365040810,
fdb95447ca1a49e5ca0e458e,cooper-0208,Cooper,Graham Cooper,brother,https://en.wikipedia.org/wiki/Graham_Cooper_(Australian_rules_footballer),,unique:2720,players/G/Graham_Cooper.html,unique,name,Ian Cooper,sibling,https://en.wikipedia.org/wiki/Ian_Cooper_(Australian_footballer_born_1946),,ambiguous,players/I/Ian_Cooper1.html,unique,"name, Wikipedia title birth year 1946",brothers,siblings/brothers,Graham is the elder brother of Ian.,prose_rule,1365040810,
38c00ce3e68c2e77fc285835,cordy-0211,Cordy,Brian Cordy,sibling,https://en.wikipedia.org/wiki/Brian_Cordy,,unique:1625,players/B/Brian_Cordy.html,unique,name,Graeme Cordy,sibling,https://en.wikipedia.org/wiki/Graeme_Cordy,,unique:11274,players/G/Graeme_Cordy.html,unique,name,brothers,siblings/brothers,"Brian, Graeme and Neil are brothers.",prose_rule,1365040810,
e0d2354dde37a01935e939ac,cordy-0211,Cordy,Brian Cordy,sibling,https://en.wikipedia.org/wiki/Brian_Cordy,,unique:1625,players/B/Brian_Cordy.html,unique,name,Neil Cordy,sibling,https://en.wikipedia.org/wiki/Neil_Cordy,,unique:1288,players/N/Neil_Cordy.html,unique,name,brothers,siblings/brothers,"Brian, Graeme and Neil are brothers.",prose_rule,1365040810,
277e0575f1ee0d246121a44d,cordy-0211,Cordy,Graeme Cordy,sibling,https://en.wikipedia.org/wiki/Graeme_Cordy,,unique:11274,players/G/Graeme_Cordy.html,unique,name,Neil Cordy,sibling,https://en.wikipedia.org/wiki/Neil_Cordy,,unique:1288,players/N/Neil_Cordy.html,unique,name,brothers,siblings/brothers,"Brian, Graeme and Neil are brothers.",prose_rule,1365040810,
afldb-sibling-supplement:008,cornes-0213,Cornes,Chad Cornes,brother,,,,players/C/Chad_Cornes.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cornes'): 'Graham is the father of Chad and Kane' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Kane Cornes' (born 5 January 1983, Port Adelaide 2001-2015): 'His All Australian brother, Chad Cornes, also attended Sacred Heart College'. AFL Tables Chad_Cornes: born 1979, Port Adelaide/GWS 1999-2012",Kane Cornes,brother,,,,players/K/Kane_Cornes.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cornes'): 'Graham is the father of Chad and Kane' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Kane Cornes' (born 5 January 1983, Port Adelaide 2001-2015): 'His All Australian brother, Chad Cornes, also attended Sacred Heart College'. AFL Tables Chad_Cornes: born 1979, Port Adelaide/GWS 1999-2012",brothers,supplement,"Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Cornes'): 'Graham is the father of Chad and Kane' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Kane Cornes' (born 5 January 1983, Port Adelaide 2001-2015): 'His All Australian brother, Chad Cornes, also attended Sacred Heart College'. AFL Tables Chad_Cornes: born 1979, Port Adelaide/GWS 1999-2012",adjudication,,
9e06a73c17758915170d2e76,corrigan-robertson-0212,Corrigan/Robertson,Glenn Robertson,sibling,https://en.wikipedia.org/wiki/Glenn_Robertson_(footballer),,unique:2419,players/G/Glenn_Robertson.html,unique,name,Leigh Robertson,sibling,https://en.wikipedia.org/wiki/Leigh_Robertson,,unique:2118,players/L/Leigh_Robertson.html,unique,name,brothers,siblings/brothers,"Leigh and Glenn are brothers, and are the grandsons of Tom Corrigan.",prose_rule,1365040810,
2ae053567df0bff6f6791741,crane-0218,Crane,Jack Crane,brother,https://en.wikipedia.org/wiki/Jack_Crane,,unique:2731,players/J/Jack_Crane.html,unique,name,Len Crane,sibling,https://en.wikipedia.org/wiki/Len_Crane,,unique:1633,players/L/Len_Crane.html,unique,name,brothers,siblings/brothers,Jack was the elder brother of Len and Tom.,prose_rule,1365040810,
577d07967bf1c7bf61caed98,crane-0218,Crane,Jack Crane,brother,https://en.wikipedia.org/wiki/Jack_Crane,,unique:2731,players/J/Jack_Crane.html,unique,name,Tom Crane,sibling,https://en.wikipedia.org/wiki/Tom_Crane_(footballer),,unique:8522,players/T/Tom_Crane.html,unique,name,brothers,siblings/brothers,Jack was the elder brother of Len and Tom.,prose_rule,1365040810,
9f93947ec8bbb1e701f0e405,cransberg-0219,Cransberg,Alan Cransberg,brother,https://en.wikipedia.org/wiki/Alan_Cransberg,,unmatched,,unmatched,no VFL/AFL player of that name,Peter Cransberg,sibling,https://en.wikipedia.org/wiki/Peter_Cransberg,,unique:323,players/P/Peter_Cransberg.html,unique,name,brothers,siblings/brothers,Alan is the elder brother of Peter.,prose_rule,1365040810,
ca7073d5d8178dd58bcdaa60,crawford-0221,Crawford,Justin Crawford,sibling,https://en.wikipedia.org/wiki/Justin_Crawford_(Australian_footballer),,unique:656,players/J/Justin_Crawford.html,unique,name,Shane Crawford,brother,https://en.wikipedia.org/wiki/Shane_Crawford,,unique:633,players/S/Shane_Crawford.html,unique,name,brothers,siblings/brothers,Shane is the elder brother of Justin.,prose_rule,1365040810,
ae570ced486ed84be3e1b9fa,crouch-0225,Crouch,Brad Crouch,sibling,https://en.wikipedia.org/wiki/Brad_Crouch,,unique:12156,players/B/Brad_Crouch.html,unique,name,Matt Crouch,sibling,https://en.wikipedia.org/wiki/Matt_Crouch_(footballer),,unique:12258,players/M/Matt_Crouch.html,unique,name,brothers,siblings/brothers,Brad and Matt are brothers.,prose_rule,1365040810,
ca5fca143586367d98aa33fb,cunningham-2-0229,Cunningham (2),Daryl Cunningham,sibling,https://en.wikipedia.org/wiki/Daryl_Cunningham,,unique:11178,players/D/Daryl_Cunningham.html,unique,name,Geoff Cunningham,sibling,https://en.wikipedia.org/wiki/Geoff_Cunningham,,unique:1391,players/G/Geoff_Cunningham.html,unique,name,brothers,siblings/brothers,Daryl and Geoff are brothers.,prose_rule,1365040810,
90d8273e561fa66694443234,curnow-0230,Curnow,Charlie Curnow,sibling,https://en.wikipedia.org/wiki/Charlie_Curnow,,unique:12421,players/C/Charlie_Curnow.html,unique,name,Ed Curnow,brother,https://en.wikipedia.org/wiki/Ed_Curnow,,unique:11883,players/E/Ed_Curnow.html,unique,name,brothers,siblings/brothers,Ed is the older brother of Charlie.,prose_rule,1365040810,
cace40450aa16af5be038fa4,curtin-0232,Curtin,Cody Curtin,sibling,https://en.wikipedia.org/wiki/Cody_Curtin,,unique:13319,,unmatched,no VFL/AFL player of that name,Daniel Curtin,brother,https://en.wikipedia.org/wiki/Daniel_Curtin_(footballer),,unique:13132,players/D/Daniel_Curtin.html,unique,name,brothers,siblings/brothers,Daniel is the older brother of Cody,prose_rule,1365040810,
afldb-sibling-supplement:007,daniher-0235,Daniher,Darcy Daniher,brother,,,,players/D/Darcy_Daniher.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Daniher'): 'Anthony is the father of Darcy and Joe and the brother of Chris, Neale and Terry' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Joe Daniher' (born 4 March 1994, Essendon 2013-2020, Brisbane 2021-2024): 'chose to join the Bombers, where his brother Darcy Daniher was a team member at the time'. AFL Tables Darcy_Daniher: born 1989, Essendon 2008-2009, 6 games",Joe Daniher,brother,,,,players/J/Joe_Daniher.html,resolved,"supplement (2026-09-05): Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Daniher'): 'Anthony is the father of Darcy and Joe and the brother of Chris, Neale and Terry' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Joe Daniher' (born 4 March 1994, Essendon 2013-2020, Brisbane 2021-2024): 'chose to join the Bombers, where his brother Darcy Daniher was a team member at the time'. AFL Tables Darcy_Daniher: born 1989, Essendon 2008-2009, 6 games",brothers,supplement,"Families page entry (https://en.wikipedia.org/wiki/List_of_Australian_rules_football_families, revision 1365040810, 'Daniher'): 'Anthony is the father of Darcy and Joe and the brother of Chris, Neale and Terry' — sons of one father only, not itself brother evidence; the relationship is explicit in the players' own articles: Wikipedia 'Joe Daniher' (born 4 March 1994, Essendon 2013-2020, Brisbane 2021-2024): 'chose to join the Bombers, where his brother Darcy Daniher was a team member at the time'. AFL Tables Darcy_Daniher: born 1989, Essendon 2008-2009, 6 games",adjudication,,
d15f9b2f260a3c4890f4d03f,davey-0237,Davey,Aaron Davey,brother,https://en.wikipedia.org/wiki/Aaron_Davey,,unique:3943,players/A/Aaron_Davey.html,unique,name,Alwyn Davey,brother,https://en.wikipedia.org/wiki/Alwyn_Davey,,ambiguous,players/A/Alwyn_Davey0.html,resolved,"adjudicated (2026-09-05): Wikipedia 'Alwyn Davey': born 15 May 1984, Essendon 2007-2013, 100 games; brother of Aaron Davey (Melbourne). AFL Tables Alwyn_Davey0: debut 2007, born 1984, 100 games; Alwyn_Davey1 is the 2004-born son (debut 2023)",brothers,siblings/brothers,Aaron and Alwyn are brothers. Alwyn is the father of identical twins Alwyn Jr and Jayden.,prose_rule,1365040810,
c9f2b40ebc864d3faa98eca6,davies-0239,Davies,Darcie Davies,sibling,https://en.wikipedia.org/wiki/Darcie_Davies,,unmatched,,unmatched,no VFL/AFL player of that name,Fleur Davies,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,sisters,siblings,"Darcie, Fleur and Giselle are sisters.",prose_rule,1365040810,
a93f6d6a8f39de9a783733b0,davies-0239,Davies,Darcie Davies,sibling,https://en.wikipedia.org/wiki/Darcie_Davies,,unmatched,,unmatched,no VFL/AFL player of that name,Giselle Davies,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,sisters,siblings,"Darcie, Fleur and Giselle are sisters.",prose_rule,1365040810,
4c5e3cf1b1e32d042f813d99,davies-0239,Davies,Fleur Davies,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,Giselle Davies,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,sisters,siblings,"Darcie, Fleur and Giselle are sisters.",prose_rule,1365040810,
98d670c10a1d4d41c4ff28bc,day-0242,Day,Ian Day,sibling,https://en.wikipedia.org/wiki/Ian_Day,,unmatched,,unmatched,no VFL/AFL player of that name,Robert Day,sibling,https://en.wikipedia.org/wiki/Robert_Day_(footballer),,unique:10668,players/R/Robert_Day.html,unique,name,brothers,siblings/brothers,Ian and Robert are brothers.,prose_rule,1365040810,
269b2ca451a701d0f550319f,daykin-0243,Daykin,Bert Daykin,brother,https://en.wikipedia.org/wiki/Bert_Daykin,,unique:5568,players/B/Bert_Daykin.html,unique,name,Percy Daykin,sibling,https://en.wikipedia.org/wiki/Percy_Daykin,,unique:6304,players/P/Percy_Daykin.html,unique,name,brothers,siblings/brothers,Bert was the elder brother of Percy and Richard.,prose_rule,1365040810,
bb4ef49df23a0164e7e18c89,daykin-0243,Daykin,Bert Daykin,brother,https://en.wikipedia.org/wiki/Bert_Daykin,,unique:5568,players/B/Bert_Daykin.html,unique,name,Richard Daykin,sibling,https://en.wikipedia.org/wiki/Richard_Daykin,,unique:5628,players/R/Richard_Daykin.html,unique,name,brothers,siblings/brothers,Bert was the elder brother of Percy and Richard.,prose_rule,1365040810,
39ed4306d0c4a61e81534b67,dayman-0244,Dayman,Clem Dayman,sibling,https://en.wikipedia.org/wiki/Clem_Dayman,,unmatched,,unmatched,no VFL/AFL player of that name,Les Dayman,brother,https://en.wikipedia.org/wiki/Les_Dayman,,unique:2762,players/L/Les_Dayman.html,unique,name,brothers,siblings/brothers,Les was the younger brother of Clem and is the grandfather of Chris McDermott who was the Adelaide Crows first captain.,prose_rule,1365040810,
927fd079fb73de0e56e87fe2,de-gruchy-0248,de Gruchy,Bill de Gruchy,sibling,https://en.wikipedia.org/wiki/Bill_de_Gruchy,,unique:4764,players/B/Bill_De_Gruchy.html,unique,name,Harold de Gruchy,sibling,https://en.wikipedia.org/wiki/Harold_de_Gruchy,,unique:4806,players/H/Harold_De_Gruchy.html,unique,name,brothers,siblings/brothers,Bill and Harold were brothers.,prose_rule,1365040810,
c756b0ff08460cac3b08588a,dear-0246,Dear,Greg Dear,sibling,https://en.wikipedia.org/wiki/Greg_Dear,,unique:871,players/G/Greg_Dear.html,unique,name,Paul Dear,sibling,https://en.wikipedia.org/wiki/Paul_Dear,Hawthorn,unique:641,players/P/Paul_Dear.html,unique,"name, played for a listed club (hawthorn)",brothers,siblings/brothers,Greg and Paul are brothers.,prose_rule,1365040810,
75b17554f999d18846f6e71a,deas-0247,Deas,Bob Deas,sibling,https://en.wikipedia.org/wiki/Bob_Deas,,unique:5711,players/B/Bob_Deas.html,unique,name,Jack Deas,brother,https://en.wikipedia.org/wiki/Jack_Deas,,unique:4285,players/J/Jack_Deas.html,unique,name,brothers,siblings/brothers,Jack was the elder brother of Bob.,prose_rule,1365040810,
369ce111a9960795c5ea09bc,delahunty-0250,Delahunty,Hugh Delahunty,brother,https://en.wikipedia.org/wiki/Hugh_Delahunty,,unique:1666,players/H/Hugh_Delahunty.html,unique,name,Mike Delahunty,sibling,https://en.wikipedia.org/wiki/Mike_Delahunty,,unique:1665,players/M/Mike_Delahunty.html,unique,name,brothers,siblings/brothers,Hugh is the elder brother of Mike.,prose_rule,1365040810,
942f23d729897eaba2a308bc,demetriou-0253,Demetriou,Andrew Demetriou,sibling,https://en.wikipedia.org/wiki/Andrew_Demetriou,,unique:1668,players/A/Andrew_Demetriou.html,unique,name,Jim Demetriou,brother,https://en.wikipedia.org/wiki/Jim_Demetriou,,unique:10839,players/J/Jim_Demetriou.html,unique,name,brothers,siblings/brothers,Jim is the elder brother of Andrew.,prose_rule,1365040810,
a752e65aee84de6162bf0e26,dick-0255,Dick,Alec Dick,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,Robert Dick,sibling,,,unmatched,,unmatched,no VFL/AFL player of that name,brothers,siblings/brothers,Alec and Robert were brothers.,prose_rule,1365040810,
40b52bf5fef9c6cf845da056,donnelly-0259,Donnelly,Andy Donnelly,sibling,https://en.wikipedia.org/wiki/Andy_Donnelly,,unique:6690,players/A/Andy_Donnelly.html,unique,name,Gerry Donnelly,sibling,https://en.wikipedia.org/wiki/Gerry_Donnelly,,unique:7033,players/G/Gerry_Donnelly.html,unique,name,brothers,siblings/brothers,Andy and Gerry were brothers.,prose_rule,1365040810,
27bfb51d419a56a8f6f95254,dow-0260,Dow,Paddy Dow,brother,https://en.wikipedia.org/wiki/Paddy_Dow,,unique:12582,players/P/Paddy_Dow.html,unique,name,Thomson Dow,sibling,https://en.wikipedia.org/wiki/Thomson_Dow,,unique:12835,players/T/Thomson_Dow.html,unique,name,brothers,siblings/brothers,Paddy is the older brother of Thomson.,prose_rule,1365040810,
7dbfecbd215a2dc88c2afc84,dowrick-0261,Dowrick,Abbey Dowrick,sibling,https://en.wikipedia.org/wiki/Abbey_Dowrick,,unmatched,,unmatched,no VFL/AFL player of that name,McKenzie Dowrick,sister,https://en.wikipedia.org/wiki/McKenzie_Dowrick,,unmatched,,unmatched,no VFL/AFL player of that name,sisters,siblings,McKenzie is the older sister of Abbey.,prose_rule,1365040810,
70be52d64a7c7d773805ecb3,duckworth-0265,Duckworth,Billy Duckworth,sibling,https://en.wikipedia.org/wiki/Billy_Duckworth,,unmatched,,unmatched,no VFL/AFL player of that name,John Duckworth,brother,https://en.wikipedia.org/wiki/John_Duckworth_(footballer),,unique:2348,players/J/John_Duckworth.html,unique,name,brothers,siblings/brothers,John is the elder brother of Billy.,prose_rule,1365040810,
8b1d45b0fa55adfa3514aed8,dummett-0268,Dummett,Alf Dummett,brother,https://en.wikipedia.org/wiki/Alf_Dummett,,unique:4896,players/A/Alf_Dummett.html,unique,name,Charlie Dummett,sibling,https://en.wikipedia.org/wiki/Charlie_Dummett,,unique:5769,players/C/Charlie_Dummett.html,unique,name,brothers,siblings/brothers,Alf was the elder brother of Charlie.,prose_rule,1365040810,
