id,at,question,outcome,failureReason,topic,grain,metric,confidence,tokenRatio,playerCertainty,structuralPenalty,unresolvedPenalty,unsupportedTerms,resultCount,durationMs,reviewStatus,reviewCategory,reviewNotes
3084,2026-08-24T02:42:18.559Z,Richmond v Brisbane Lions head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,128,,,
3080,2026-08-24T02:42:17.929Z,who has won more Richmond or Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
3076,2026-08-24T02:42:17.594Z,Richmond record against Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,118,,,
3072,2026-08-24T02:42:16.783Z,Richmond v Sydney head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
3069,2026-08-24T02:42:16.458Z,who has won more Richmond or Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,159,,,
3065,2026-08-24T02:42:15.404Z,Richmond record against Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,113,,,
3062,2026-08-24T02:42:14.635Z,Richmond v Western Bulldogs head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,113,,,
3059,2026-08-24T02:42:14.264Z,who has won more Richmond or St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,106,,,
3056,2026-08-24T02:42:13.953Z,Richmond record against St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,115,,,
3053,2026-08-24T02:42:10.441Z,Richmond v St Kilda head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,179,,,
3052,2026-08-24T02:42:10.351Z,teams with at most 2 losses against Richmond,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,123,,,
3049,2026-08-24T02:42:09.969Z,who has won more Richmond or North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,156,,,
3046,2026-08-24T02:42:09.673Z,Richmond record against North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,333,,,
3042,2026-08-24T02:42:06.531Z,Richmond v North Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,156,,,
3040,2026-08-24T02:42:05.318Z,teams with at most 2 wins against Richmond,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,110,,,
3038,2026-08-24T02:42:05.225Z,who has won more Richmond or Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,116,,,
3035,2026-08-24T02:42:04.896Z,Richmond record against Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,116,,,
3033,2026-08-24T02:42:04.307Z,Richmond v Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,150,,,
3029,2026-08-24T02:42:03.870Z,who has won more Richmond or Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
3027,2026-08-24T02:42:03.572Z,Richmond record against Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,124,,,
3024,2026-08-24T02:42:02.985Z,Richmond v Hawthorn head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
3020,2026-08-24T02:42:02.574Z,who has won more Richmond or Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
3017,2026-08-24T02:42:01.842Z,Richmond record against Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,89,,,
3014,2026-08-24T02:42:01.097Z,Richmond v Geelong head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,101,,,
3010,2026-08-24T02:42:00.732Z,who has won more Richmond or Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,96,,,
3008,2026-08-24T02:42:00.413Z,Richmond record against Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,89,,,
3005,2026-08-24T02:41:59.746Z,Richmond v Essendon head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,135,,,
3001,2026-08-24T02:41:59.387Z,who has won more Richmond or Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
2998,2026-08-24T02:41:59.082Z,Richmond record against Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
2996,2026-08-24T02:41:58.453Z,Richmond v Collingwood head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,124,,,
2992,2026-08-24T02:41:58.101Z,who has won more Richmond or Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
2990,2026-08-24T02:41:57.786Z,Richmond record against Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,154,,,
2986,2026-08-24T02:41:57.030Z,Richmond v Carlton head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,112,,,
2829,2026-08-24T02:41:35.478Z,players with more than 1000 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,150,,,
2827,2026-08-24T02:41:35.086Z,players with at least 1000 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,134,,,
2822,2026-08-24T02:41:34.422Z,players with more than 500 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,110,,,
2819,2026-08-24T02:41:33.982Z,players with at least 500 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,159,,,
2647,2026-08-24T02:41:05.708Z,most career games for North Melbourne,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,160,,,
2643,2026-08-24T02:41:05.265Z,North Melbourne career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,137,,,
2607,2026-08-24T02:41:00.748Z,most career games for Melbourne,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,103,,,
2603,2026-08-24T02:41:00.305Z,Melbourne career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,93,,,
2568,2026-08-24T02:40:56.151Z,most career games for Hawthorn,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,130,,,
2564,2026-08-24T02:40:55.684Z,Hawthorn career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,114,,,
2529,2026-08-24T02:40:51.472Z,most career games for Geelong,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,159,,,
2526,2026-08-24T02:40:51.018Z,Geelong career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,96,,,
2491,2026-08-24T02:40:46.428Z,most career games for Essendon,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,180,,,
2487,2026-08-24T02:40:45.688Z,Essendon career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,125,,,
2454,2026-08-24T02:40:41.333Z,most career games for Collingwood,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,95,,,
2450,2026-08-24T02:40:40.970Z,Collingwood career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,97,,,
2417,2026-08-24T02:40:36.455Z,most career games for Carlton,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,187,,,
2414,2026-08-24T02:40:35.955Z,Carlton career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,110,,,
2380,2026-08-24T02:40:31.822Z,most career games for Richmond,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,103,,,
2376,2026-08-24T02:40:31.476Z,Richmond career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,48,,,
2364,2026-08-24T02:22:40.261Z,Richmond career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,9,,,
2363,2026-08-24T02:22:39.828Z,Richmond draws against Carlton,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,15,,,
2360,2026-08-24T01:26:34.933Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,94,,,
2359,2026-08-24T01:26:26.222Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,195,,,
2129,2026-08-23T13:09:28.923Z,Richmond draws against Carlton,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,97,,,
2126,2026-08-23T13:09:27.713Z,how many draws between Richmond and Carlton,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,109,,,
2124,2026-08-23T13:09:27.449Z,Carlton record against Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,133,,,
2122,2026-08-23T13:09:26.737Z,Carlton v Brisbane Lions head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
2120,2026-08-23T13:09:26.373Z,who has won more Carlton or Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,96,,,
2118,2026-08-23T13:09:26.092Z,Carlton record against Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,88,,,
2115,2026-08-23T13:09:25.444Z,Carlton v Sydney head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,15,,,
2113,2026-08-23T13:09:25.119Z,who has won more Carlton or Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,154,,,
2111,2026-08-23T13:09:24.829Z,Carlton record against Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,160,,,
2108,2026-08-23T13:09:24.163Z,Carlton v Western Bulldogs head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
2105,2026-08-23T13:09:23.796Z,who has won more Carlton or St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,114,,,
2104,2026-08-23T13:09:23.517Z,Carlton record against St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,132,,,
2101,2026-08-23T13:09:22.865Z,Carlton v St Kilda head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
2098,2026-08-23T13:09:22.517Z,who has won more Carlton or North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,118,,,
2096,2026-08-23T13:09:22.221Z,Carlton record against North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,118,,,
2093,2026-08-23T13:09:21.560Z,Carlton v North Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,103,,,
2091,2026-08-23T13:09:21.227Z,who has won more Carlton or Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
2089,2026-08-23T13:09:20.933Z,Carlton record against Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,110,,,
2086,2026-08-23T13:09:20.297Z,Carlton v Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,98,,,
2083,2026-08-23T13:09:19.934Z,who has won more Carlton or Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
2082,2026-08-23T13:09:19.665Z,Carlton record against Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,114,,,
2079,2026-08-23T13:09:19.016Z,Carlton v Hawthorn head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,103,,,
2076,2026-08-23T13:09:18.703Z,who has won more Carlton or Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,117,,,
2075,2026-08-23T13:09:18.392Z,Carlton record against Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
2072,2026-08-23T13:09:17.738Z,Carlton v Geelong head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
2069,2026-08-23T13:09:17.385Z,who has won more Carlton or Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
2068,2026-08-23T13:09:17.111Z,Carlton record against Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,112,,,
2065,2026-08-23T13:09:16.428Z,Carlton v Essendon head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
2062,2026-08-23T13:09:16.101Z,who has won more Carlton or Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,99,,,
2061,2026-08-23T13:09:15.819Z,Carlton record against Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
2058,2026-08-23T13:09:15.177Z,Carlton v Collingwood head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
2055,2026-08-23T13:09:14.854Z,who has won more Richmond or Gold Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,135,,,
2053,2026-08-23T13:09:14.577Z,Richmond record against Gold Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,158,,,
2051,2026-08-23T13:09:13.925Z,Richmond v Gold Coast head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,138,,,
2048,2026-08-23T13:09:13.599Z,who has won more Richmond or GWS,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,103,,,
2046,2026-08-23T13:09:13.286Z,Richmond record against GWS,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,78,,,
2043,2026-08-23T13:09:12.957Z,Richmond v GWS head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,29,,,
2041,2026-08-23T13:09:12.658Z,who has won more Richmond or Fremantle,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,108,,,
2038,2026-08-23T13:09:12.380Z,Richmond record against Fremantle,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,104,,,
2035,2026-08-23T13:09:11.694Z,Richmond v Fremantle head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,123,,,
2034,2026-08-23T13:09:11.389Z,who has won more Richmond or West Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,134,,,
2031,2026-08-23T13:09:10.391Z,Richmond record against West Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,108,,,
2028,2026-08-23T13:09:09.500Z,Richmond v West Coast head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,123,,,
2025,2026-08-23T13:09:09.149Z,who has won more Richmond or Port Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,104,,,
2024,2026-08-23T13:09:08.868Z,Richmond record against Port Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
2021,2026-08-23T13:09:08.189Z,Richmond v Port Adelaide head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
2018,2026-08-23T13:09:07.863Z,who has won more Richmond or Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
2017,2026-08-23T13:09:07.576Z,Richmond record against Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
2014,2026-08-23T13:09:06.926Z,Richmond v Adelaide head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,98,,,
2011,2026-08-23T13:09:06.598Z,who has won more Richmond or Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
2010,2026-08-23T13:09:06.285Z,Richmond record against Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
2007,2026-08-23T13:09:05.617Z,Richmond v Brisbane Lions head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
2004,2026-08-23T13:09:05.270Z,who has won more Richmond or Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
2002,2026-08-23T13:09:04.990Z,Richmond record against Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,91,,,
2000,2026-08-23T13:09:04.273Z,Richmond v Sydney head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,105,,,
1997,2026-08-23T13:09:03.930Z,who has won more Richmond or Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
1996,2026-08-23T13:09:03.650Z,Richmond record against Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,180,,,
1993,2026-08-23T13:09:03.042Z,Richmond v Western Bulldogs head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,116,,,
1990,2026-08-23T13:09:02.657Z,who has won more Richmond or St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,122,,,
1987,2026-08-23T13:09:02.006Z,Richmond record against St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
1985,2026-08-23T13:09:01.306Z,Richmond v St Kilda head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
1983,2026-08-23T13:09:00.982Z,who has won more Richmond or North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
1981,2026-08-23T13:09:00.691Z,Richmond record against North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
1978,2026-08-23T13:08:59.998Z,Richmond v North Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,125,,,
1975,2026-08-23T13:08:59.677Z,who has won more Richmond or Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,112,,,
1974,2026-08-23T13:08:59.399Z,Richmond record against Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,144,,,
1971,2026-08-23T13:08:58.803Z,Richmond v Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,117,,,
1968,2026-08-23T13:08:58.416Z,who has won more Richmond or Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
1966,2026-08-23T13:08:58.137Z,Richmond record against Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,88,,,
1964,2026-08-23T13:08:57.493Z,Richmond v Hawthorn head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,99,,,
1961,2026-08-23T13:08:57.156Z,who has won more Richmond or Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,114,,,
1959,2026-08-23T13:08:56.862Z,Richmond record against Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
1956,2026-08-23T13:08:56.183Z,Richmond v Geelong head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,101,,,
1953,2026-08-23T13:08:55.845Z,who has won more Richmond or Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
1952,2026-08-23T13:08:55.558Z,Richmond record against Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,142,,,
1949,2026-08-23T13:08:54.908Z,Richmond v Essendon head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
1946,2026-08-23T13:08:54.573Z,who has won more Richmond or Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
1944,2026-08-23T13:08:54.278Z,Richmond record against Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,97,,,
1942,2026-08-23T13:08:53.623Z,Richmond v Collingwood head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,105,,,
1939,2026-08-23T13:08:53.298Z,who has won more Richmond or Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
1937,2026-08-23T13:08:52.999Z,Richmond record against Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,164,,,
1935,2026-08-23T13:08:52.321Z,Richmond v Carlton head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,104,,,
1483,2026-08-23T13:07:37.885Z,Richmond career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,212,,,
1470,2026-08-23T12:09:56.025Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,67,,,
1469,2026-08-23T12:09:47.491Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,225,,,
1468,2026-08-23T10:57:35.673Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,44,,,
1467,2026-08-23T10:57:27.711Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,287,,,
1466,2026-08-23T09:23:07.731Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,43,,,
1465,2026-08-23T09:22:57.644Z,ablett,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,154,,,
1464,2026-08-23T05:30:33.706Z,Richmond v Geelong 1995,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,39,,,
1463,2026-08-22T12:39:14.103Z,Richmond v Carlton 1944,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,136,,,
1462,2026-08-22T12:39:02.887Z,Richmond v carlon 1944,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,76,,,
1461,2026-08-22T06:35:52.445Z,Brady Rowles,unrecognised,unsupported_term,,,,0,0.5,1,0.3,0.35,brady rowles,,54,,,
1460,2026-08-22T05:23:56.169Z,Most Disposals in a Match by a brisbane player,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,brisbane,,45,,,
1454,2026-08-22T05:22:05.091Z,most points,unrecognised,unsupported_term,,,,0,1,1,0.3,0.35,points,,58,,,
1447,2026-08-22T05:19:54.428Z,most goal hand balls 21 1996,declined_low_confidence,unsupported_term,,,,0.4,0.75,1,1,0.35,hand balls,,24,,,
1446,2026-08-22T05:19:48.489Z,most goal handballs 21 1996,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,handballs,,39,,,
1431,2026-08-22T03:42:01.307Z,how many career kicks did Gary Ablett Jr have,declined_low_confidence,unsupported_term,,,,0.3642857,0.7142857142857143,1,1,0.35,gary ablett jr,,10,,,
1429,2026-08-22T03:42:00.970Z,Gary Ablett Jr career kicks,declined_low_confidence,unsupported_term,,,,0.25,0.6,1,1,0.35,gary ablett jr,,11,,,
1427,2026-08-22T03:42:00.613Z,Gary Ablett Jr most games in a game,declined_low_confidence,unsupported_term,,,,0.31666666,0.6666666666666666,1,1,0.35,gary ablett jr,,10,,,
1426,2026-08-22T03:42:00.286Z,how many career games did Gary Ablett Jr have,declined_low_confidence,unsupported_term,,,,0.3642857,0.7142857142857143,1,1,0.35,gary ablett jr,,9,,,
1424,2026-08-22T03:41:59.964Z,Gary Ablett Jr career games,declined_low_confidence,unsupported_term,,,,0.25,0.6,1,1,0.35,gary ablett jr,,8,,,
1422,2026-08-22T03:41:59.589Z,Gary Ablett Jr most goals in a game,declined_low_confidence,unsupported_term,,,,0.31666666,0.6666666666666666,1,1,0.35,gary ablett jr,,11,,,
1420,2026-08-22T03:41:59.260Z,how many career goals did Gary Ablett Jr have,declined_low_confidence,unsupported_term,,,,0.3642857,0.7142857142857143,1,1,0.35,gary ablett jr,,9,,,
1418,2026-08-22T03:41:58.934Z,Gary Ablett Jr career goals,declined_low_confidence,unsupported_term,,,,0.25,0.6,1,1,0.35,gary ablett jr,,10,,,
1129,2026-08-22T03:41:08.077Z,Carlton draws against Brisbane Lions,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,89,,,
1126,2026-08-22T03:41:07.727Z,how many draws between Carlton and Brisbane Lions,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,121,,,
1124,2026-08-22T03:41:07.392Z,last draw between Carlton and Sydney,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,103,,,
1121,2026-08-22T03:41:06.979Z,Carlton draws against Sydney,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,78,,,
1118,2026-08-22T03:41:06.642Z,how many draws between Carlton and Sydney,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,115,,,
1116,2026-08-22T03:41:06.291Z,last draw between Carlton and Western Bulldogs,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,215,,,
1113,2026-08-22T03:41:05.857Z,Carlton draws against Western Bulldogs,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,93,,,
1110,2026-08-22T03:41:05.526Z,how many draws between Carlton and Western Bulldogs,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,150,,,
1108,2026-08-22T03:41:05.179Z,last draw between Carlton and St Kilda,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,110,,,
1105,2026-08-22T03:41:04.763Z,Carlton draws against St Kilda,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,90,,,
1102,2026-08-22T03:41:04.440Z,how many draws between Carlton and St Kilda,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,127,,,
1100,2026-08-22T03:41:04.046Z,last draw between Carlton and North Melbourne,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,125,,,
1097,2026-08-22T03:41:03.650Z,Carlton draws against North Melbourne,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,97,,,
1094,2026-08-22T03:41:03.303Z,how many draws between Carlton and North Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,126,,,
1092,2026-08-22T03:41:02.954Z,last draw between Carlton and Melbourne,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,170,,,
1089,2026-08-22T03:41:02.567Z,Carlton draws against Melbourne,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,84,,,
1086,2026-08-22T03:41:02.222Z,how many draws between Carlton and Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,157,,,
1084,2026-08-22T03:41:01.890Z,last draw between Carlton and Hawthorn,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,110,,,
1080,2026-08-22T03:41:01.470Z,Carlton draws against Hawthorn,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,88,,,
1078,2026-08-22T03:41:01.032Z,how many draws between Carlton and Hawthorn,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,124,,,
1074,2026-08-22T03:41:00.551Z,last draw between Carlton and Geelong,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,109,,,
1071,2026-08-22T03:41:00.147Z,Carlton draws against Geelong,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,90,,,
1069,2026-08-22T03:40:59.797Z,how many draws between Carlton and Geelong,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,120,,,
1066,2026-08-22T03:40:59.426Z,last draw between Carlton and Essendon,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,100,,,
1064,2026-08-22T03:40:59.014Z,Carlton draws against Essendon,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,87,,,
1061,2026-08-22T03:40:58.684Z,how many draws between Carlton and Essendon,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,151,,,
1058,2026-08-22T03:40:58.322Z,last draw between Carlton and Collingwood,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,120,,,
1055,2026-08-22T03:40:57.908Z,Carlton draws against Collingwood,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,87,,,
1052,2026-08-22T03:40:57.552Z,how many draws between Carlton and Collingwood,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,129,,,
1050,2026-08-22T03:40:57.177Z,last draw between Richmond and Gold Coast,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,159,,,
1047,2026-08-22T03:40:56.802Z,Richmond draws against Gold Coast,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,126,,,
