season,afltables_profile_url,votes,vote_rank,eligible_rank,is_ineligible,is_winner,games,three_vote_games,two_vote_games,one_vote_games,polling_games,link_status_value,bootstrap_player_id,display_name,legacy_source_record_id
1970,players/S/Steve_Hoffman.html,3,78,78,f,f,6,,,,,unique,1813,Steve Hoffman,1970:Steve_Hoffman
1970,players/S/Stewart_Palfreyman.html,3,78,78,f,f,16,,,,,unique,3498,Stewart Palfreyman,1970:Stewart_Palfreyman
1970,players/S/Stuart_Magee.html,1,144,144,f,f,18,,,1,1,unique,2376,Stuart Magee,1970:Stuart_Magee
1970,players/S/Stuart_Trott.html,5,46,46,f,f,22,,,,,unique,2437,Stuart Trott,1970:Stuart_Trott
1970,players/S/Syd_Jackson0.html,6,38,38,f,f,18,1,1,1,3,resolved,2370,Syd Jackson,1970:Syd_Jackson0
1970,players/T/Ted_Hopkins.html,4,59,59,f,f,17,,,,,unique,3078,Ted Hopkins,1970:Ted_Hopkins
1970,players/T/Ted_Potter.html,3,78,78,f,f,19,,,,,unique,2410,Ted Potter,1970:Ted_Potter
1970,players/T/Terry_Waters.html,7,31,31,f,f,20,1,1,2,4,unique,3857,Terry Waters,1970:Terry_Waters
1970,players/T/Tony_Haenen.html,6,38,38,f,f,22,,1,4,5,unique,2984,Tony Haenen,1970:Tony_Haenen
1970,players/T/Tony_Polinelli.html,3,78,78,f,f,12,,,,,unique,3539,Tony Polinelli,1970:Tony_Polinelli
1970,players/T/Tony_Sullivan.html,2,115,115,f,f,22,,,,,unique,2199,Tony Sullivan,1970:Tony_Sullivan
1970,players/T/Travis_Payze.html,8,24,24,f,f,22,1,1,3,5,unique,2062,Travis Payze,1970:Travis_Payze
1970,players/T/Trevor_Rollinson.html,2,115,115,f,f,13,,,,,unique,3616,Trevor Rollinson,1970:Trevor_Rollinson
1970,players/V/Vin_Waite.html,3,78,78,f,f,20,,,,,unique,2246,Vin Waite,1970:Vin_Waite
1970,players/W/Wayne_Headlam.html,3,78,78,f,f,16,,,,,unique,3033,Wayne Headlam,1970:Wayne_Headlam
1970,players/W/Wayne_Richardson.html,6,38,38,f,f,21,2,,,2,unique,2109,Wayne Richardson,1970:Wayne_Richardson
1970,players/W/Wayne_Walsh.html,5,46,46,f,f,18,,,,,unique,3844,Wayne Walsh,1970:Wayne_Walsh
1970,players/W/Wes_Lofts.html,2,115,115,f,f,18,,,,,unique,3221,Wes Lofts,1970:Wes_Lofts
1971,players/A/Adrian_Gallagher.html,7,30,30,f,f,20,1,2,,3,unique,1745,Adrian Gallagher,1971:Adrian_Gallagher
1971,players/A/Alan_Martello.html,13,11,11,f,f,22,2,2,3,7,unique,1944,Alan Martello,1971:Alan_Martello
1971,players/A/Alex_Ruscuklic.html,16,5,5,f,f,21,4,2,,6,unique,3643,Alex Ruscuklic,1971:Alex_Ruscuklic
1971,players/A/Allan_Davis.html,3,68,68,f,f,20,,,,,unique,1655,Allan Davis,1971:Allan_Davis
1971,players/B/Barry_Breen.html,4,57,57,f,f,22,,,,,unique,1548,Barry Breen,1971:Barry_Breen
1971,players/B/Barry_Davis.html,18,2,2,f,f,19,5,,3,8,unique,1654,Barry Davis,1971:Barry_Davis
1971,players/B/Barry_Gill.html,3,68,68,f,f,22,,,,,unique,2933,Barry Gill,1971:Barry_Gill
1971,players/B/Barry_Goodingham.html,2,99,99,f,f,22,,,,,unique,2358,Barry Goodingham,1971:Barry_Goodingham
1971,players/B/Barry_Lawrence.html,3,68,68,f,f,15,,,,,unique,1915,Barry Lawrence,1971:Barry_Lawrence
1971,players/B/Barry_Padley.html,2,99,99,f,f,19,,,,,unique,2403,Barry Padley,1971:Barry_Padley
1971,players/B/Barry_Price.html,13,11,11,f,f,18,3,2,,5,unique,2085,Barry Price,1971:Barry_Price
1971,players/B/Barry_Richardson.html,1,134,134,f,f,21,,,1,1,unique,2414,Barry Richardson,1971:Barry_Richardson
1971,players/B/Bernie_Quinlan.html,10,17,17,f,f,21,2,2,,4,unique,2091,Bernie Quinlan,1971:Bernie_Quinlan
1971,players/B/Bill_Barrot.html,5,46,46,f,f,14,1,1,,2,unique,2524,Bill Barrot,1971:Bill_Barrot
1971,players/B/Bill_Goggin.html,7,30,30,f,f,21,1,1,2,4,unique,2940,Bill Goggin,1971:Bill_Goggin
1971,players/B/Bill_Ryan0.html,16,5,5,f,f,21,3,2,3,8,resolved,2421,Bill Ryan,1971:Bill_Ryan0
1971,players/B/Billy_Brown.html,1,134,134,f,f,9,,,1,1,unique,2602,Billy Brown,1971:Billy_Brown
1971,players/B/Bob_Keddie.html,5,46,46,f,f,21,1,1,,2,unique,2373,Bob Keddie,1971:Bob_Keddie
1971,players/B/Bob_Murray.html,6,38,38,f,f,21,2,,,2,unique,2393,Bob Murray,1971:Bob_Murray
1971,players/B/Brent_Crosswell.html,3,68,68,f,f,2,,,,,unique,1637,Brent Crosswell,1971:Brent_Crosswell
1971,players/B/Brian_McKenzie.html,2,99,99,f,f,20,,,,,unique,3322,Brian McKenzie,1971:Brian_McKenzie
1971,players/B/Brian_Mynott.html,3,68,68,f,f,20,,,,,unique,2396,Brian Mynott,1971:Brian_Mynott
1971,players/B/Brian_Roberts.html,2,99,99,f,f,18,,,,,unique,2119,Brian Roberts,1971:Brian_Roberts
1971,players/B/Bruce_Stevenson.html,10,17,17,f,f,17,2,1,2,5,unique,2194,Bruce Stevenson,1971:Bruce_Stevenson
1971,players/B/Bruce_Tschirpig.html,6,38,38,f,f,8,2,,,2,unique,3805,Bruce Tschirpig,1971:Bruce_Tschirpig
1971,players/B/Bryan_Quirk.html,1,134,134,f,f,11,,,1,1,unique,2411,Bryan Quirk,1971:Bryan_Quirk
1971,players/C/Carl_Ditterich.html,8,27,27,f,f,13,1,2,1,4,unique,1675,Carl Ditterich,1971:Carl_Ditterich
1971,players/C/Charlie_Grummisch.html,2,99,99,f,f,12,,,,,unique,1770,Charlie Grummisch,1971:Charlie_Grummisch
1971,players/C/Charlie_Payne.html,2,99,99,f,f,17,,,,,unique,3514,Charlie Payne,1971:Charlie_Payne
1971,players/C/Chris_Mitchell.html,3,68,68,f,f,9,,,,,unique,3369,Chris Mitchell,1971:Chris_Mitchell
1971,players/C/Colin_Antonie.html,1,134,134,f,f,5,,,1,1,unique,2465,Colin Antonie,1971:Colin_Antonie
1971,players/C/Colin_Beard.html,1,134,134,f,f,9,,,1,1,unique,2538,Colin Beard,1971:Colin_Beard
1971,players/D/Darryl_Gerlach.html,3,68,68,f,f,19,,,,,unique,2926,Darryl Gerlach,1971:Darryl_Gerlach
1971,players/D/David_Clarke0.html,3,68,68,f,f,22,,,,,resolved,1895,David Clarke,1971:David_Clarke0
1971,players/D/David_Darcy.html,7,30,30,f,f,20,1,2,,3,unique,2753,David Darcy,1971:David_Darcy
1971,players/D/David_Dench.html,1,134,134,f,f,22,,,1,1,unique,1669,David Dench,1971:David_Dench
1971,players/D/David_Harris.html,2,99,99,f,f,22,,,,,unique,3017,David Harris,1971:David_Harris
1971,players/D/David_McKay.html,5,46,46,f,f,22,,1,3,4,unique,1968,David McKay,1971:David_McKay
1971,players/D/David_Parkin.html,6,38,38,f,f,20,1,1,1,3,unique,2055,David Parkin,1971:David_Parkin
1971,players/D/David_Rhodes.html,9,25,25,f,f,20,2,1,1,4,unique,2412,David Rhodes,1971:David_Rhodes
1971,players/D/David_Thorpe.html,12,13,13,f,f,21,3,,3,6,unique,2216,David Thorpe,1971:David_Thorpe
1971,players/D/David_Wall.html,1,134,134,f,f,22,,,1,1,unique,2249,David Wall,1971:David_Wall
1971,players/D/Denis_Clark.html,3,68,68,f,f,20,,,,,unique,2333,Denis Clark,1971:Denis_Clark
1971,players/D/Denis_Pagan.html,1,134,134,f,f,16,,,1,1,unique,2404,Denis Pagan,1971:Denis_Pagan
1971,players/D/Des_Meagher.html,2,99,99,f,f,17,,,,,unique,1981,Des Meagher,1971:Des_Meagher
1971,players/D/Des_Tuddenham.html,15,9,9,f,f,21,3,2,2,7,unique,2228,Des Tuddenham,1971:Des_Tuddenham
1971,players/D/Don_Davenport.html,2,99,99,f,f,9,,,,,unique,2758,Don Davenport,1971:Don_Davenport
1971,players/D/Don_Gross.html,3,68,68,f,f,19,,,,,unique,2977,Don Gross,1971:Don_Gross
1971,players/D/Don_Scott0.html,3,68,68,f,f,22,,,,,resolved,2147,Don Scott,1971:Don_Scott0
1971,players/D/Doug_Searl.html,6,38,38,f,f,19,1,1,1,3,unique,2151,Doug Searl,1971:Doug_Searl
1971,players/D/Doug_Wade.html,3,68,68,f,f,19,,,,,unique,2245,Doug Wade,1971:Doug_Wade
1971,players/E/Eric_Moore1.html,2,99,99,f,f,16,,,,,resolved,10309,Eric Moore,1971:Eric_Moore1
1971,players/E/Ernie_Hug.html,2,99,99,f,f,15,,,,,unique,3100,Ernie Hug,1971:Ernie_Hug
1971,players/F/Francis_Bourke.html,2,99,99,f,f,13,,,,,unique,1539,Francis Bourke,1971:Francis_Bourke
1971,players/F/Frank_Davis.html,2,99,99,f,f,21,,,,,unique,2341,Frank Davis,1971:Frank_Davis
1971,players/F/Fred_Way.html,3,68,68,f,f,20,,,,,unique,3859,Fred Way,1971:Fred_Way
1971,players/G/Gary_Crane.html,4,57,57,f,f,11,,,,,unique,1634,Gary Crane,1971:Gary_Crane
1971,players/G/Gary_Dempsey.html,16,5,5,f,f,18,4,,4,8,unique,1667,Gary Dempsey,1971:Gary_Dempsey
1971,players/G/Gary_Hardeman.html,2,99,99,f,f,20,,,,,unique,1789,Gary Hardeman,1971:Gary_Hardeman
1971,players/G/Geoff_Blethyn.html,6,38,38,f,f,15,1,1,1,3,unique,2319,Geoff Blethyn,1971:Geoff_Blethyn
1971,players/G/Geoff_Bryant.html,3,68,68,f,f,8,,,,,unique,2610,Geoff Bryant,1971:Geoff_Bryant
1971,players/G/Geoff_Southby.html,6,38,38,f,f,21,1,1,1,3,unique,2183,Geoff Southby,1971:Geoff_Southby
1971,players/G/George_Bisset.html,2,99,99,f,f,20,,,,,unique,1532,George Bisset,1971:George_Bisset
1971,players/G/Glenn_Elliott.html,3,68,68,f,f,18,,,,,unique,1703,Glenn Elliott,1971:Glenn_Elliott
1971,players/G/Gordon_Casey.html,4,57,57,f,f,21,,,,,unique,1590,Gordon Casey,1971:Gordon_Casey
1971,players/G/Graeme_Bond.html,1,134,134,f,f,20,,,1,1,unique,1536,Graeme Bond,1971:Graeme_Bond
1971,players/G/Graeme_Jenkin.html,7,30,30,f,f,21,2,,1,3,unique,2371,Graeme Jenkin,1971:Graeme_Jenkin
1971,players/G/Graham_Burgin.html,1,134,134,f,f,14,,,1,1,unique,2619,Graham Burgin,1971:Graham_Burgin
1971,players/G/Graham_Molloy.html,4,57,57,f,f,22,,,,,unique,2388,Graham Molloy,1971:Graham_Molloy
1971,players/G/Greg_Hollick.html,3,68,68,f,f,17,,,,,unique,3073,Greg Hollick,1971:Greg_Hollick
1971,players/G/Greg_Parke.html,4,57,57,f,f,21,,,,,unique,2056,Greg Parke,1971:Greg_Parke
1971,players/G/Greg_Wells0.html,10,17,17,f,f,18,2,1,2,5,resolved,2260,Greg Wells,1971:Greg_Wells0
1971,players/H/Harvey_Merrigan.html,2,99,99,f,f,21,,,,,unique,1984,Harvey Merrigan,1971:Harvey_Merrigan
1971,players/I/Ian_Collins.html,3,68,68,f,f,15,,,,,unique,2710,Ian Collins,1971:Ian_Collins
1971,players/I/Ian_Hampshire.html,3,68,68,f,f,15,,,,,unique,1778,Ian Hampshire,1971:Ian_Hampshire
1971,players/I/Ian_Robertson.html,3,68,68,f,f,20,,,,,unique,2415,Ian Robertson,1971:Ian_Robertson
1971,players/I/Ian_Stewart.html,21,1,1,f,t,21,6,,3,9,unique,2193,Ian Stewart,1971:Ian_Stewart
1971,players/J/Jeff_Clifton.html,3,68,68,f,f,15,,,,,unique,2693,Jeff Clifton,1971:Jeff_Clifton
1971,players/J/Jim_Wright.html,1,134,134,f,f,6,,,1,1,unique,3919,Jim Wright,1971:Jim_Wright
1971,players/J/John_Bonney.html,11,14,14,f,f,20,1,4,,5,unique,2574,John Bonney,1971:John_Bonney
1971,players/J/John_Gallus.html,3,68,68,f,f,20,,,,,unique,2911,John Gallus,1971:John_Gallus
1971,players/J/John_Greening.html,10,17,17,f,f,22,1,3,1,5,unique,2361,John Greening,1971:John_Greening
1971,players/J/John_McIntosh.html,18,2,2,f,f,22,4,2,2,8,unique,3314,John McIntosh,1971:John_McIntosh
1971,players/J/John_Murphy0.html,14,10,10,f,f,21,2,3,2,7,resolved,2017,John Murphy,1971:John_Murphy0
1971,players/J/John_Murphy1.html,2,99,99,f,f,21,,,,,resolved,10574,John Murphy,1971:John_Murphy1
1971,players/J/John_Nicholls.html,7,30,30,f,f,21,1,1,2,4,unique,3422,John Nicholls,1971:John_Nicholls
1971,players/J/John_Perry.html,8,27,27,f,f,20,1,1,3,5,unique,2406,John Perry,1971:John_Perry
1971,players/J/John_Pitura.html,1,134,134,f,f,20,,,1,1,unique,2077,John Pitura,1971:John_Pitura
1971,players/J/John_Rantall.html,2,99,99,f,f,22,,,,,unique,2095,John Rantall,1971:John_Rantall
1971,players/J/John_Scarlett.html,1,134,134,f,f,20,,,1,1,unique,2424,John Scarlett,1971:John_Scarlett
1971,players/J/John_Townsend.html,1,134,134,f,f,18,,,1,1,unique,3795,John Townsend,1971:John_Townsend
1971,players/J/John_Williams0.html,7,30,30,f,f,22,2,,1,3,resolved,2277,John Williams,1971:John_Williams0
1971,players/K/Keith_Greig.html,10,17,17,f,f,19,3,,1,4,unique,1765,Keith Greig,1971:Keith_Greig
1971,players/K/Kelvin_Moore0.html,7,30,30,f,f,19,1,2,,3,resolved,1999,Kelvin Moore,1971:Kelvin_Moore0
1971,players/K/Ken_Fletcher.html,6,38,38,f,f,22,,3,,3,unique,1724,Ken Fletcher,1971:Ken_Fletcher
1971,players/K/Kevin_Bartlett.html,1,134,134,f,f,22,,,1,1,unique,1509,Kevin Bartlett,1971:Kevin_Bartlett
1971,players/K/Kevin_Heath.html,5,46,46,f,f,22,1,1,,2,unique,1801,Kevin Heath,1971:Kevin_Heath
1971,players/K/Kevin_Morris.html,3,68,68,f,f,12,,,,,unique,2003,Kevin Morris,1971:Kevin_Morris
1971,players/K/Kevin_Murray.html,5,46,46,f,f,22,1,,2,3,unique,2018,Kevin Murray,1971:Kevin_Murray
1971,players/K/Kevin_Sheedy.html,3,68,68,f,f,21,,,,,unique,2163,Kevin Sheedy,1971:Kevin_Sheedy
1971,players/L/Laurie_Rippon.html,4,57,57,f,f,21,,,,,unique,3592,Laurie Rippon,1971:Laurie_Rippon
1971,players/L/Leigh_Matthews.html,10,17,17,f,f,21,2,2,,4,unique,1949,Leigh Matthews,1971:Leigh_Matthews
1971,players/L/Leigh_Robertson.html,2,99,99,f,f,14,,,,,unique,2118,Leigh Robertson,1971:Leigh_Robertson
1971,players/L/Len_Thompson.html,1,134,134,f,f,17,,,1,1,unique,2215,Len Thompson,1971:Len_Thompson
1971,players/N/Neil_Besanko.html,2,99,99,f,f,13,,,,,unique,1526,Neil Besanko,1971:Neil_Besanko
1971,players/N/Neville_Fields.html,1,134,134,f,f,12,,,1,1,unique,1719,Neville Fields,1971:Neville_Fields
1971,players/N/Noel_Zunneberg.html,2,99,99,f,f,13,,,,,unique,3932,Noel Zunneberg,1971:Noel_Zunneberg
1971,players/N/Norm_Brown.html,1,134,134,f,f,22,,,1,1,unique,2603,Norm Brown,1971:Norm_Brown
1971,players/N/Norm_Bussell.html,3,68,68,f,f,20,,,,,unique,2622,Norm Bussell,1971:Norm_Bussell
1971,players/P/Paul_Callery.html,7,30,30,f,f,22,1,2,,3,unique,1576,Paul Callery,1971:Paul_Callery
1971,players/P/Paul_Feltham.html,4,57,57,f,f,20,,,,,unique,2350,Paul Feltham,1971:Paul_Feltham
1971,players/P/Paul_Sproule.html,3,68,68,f,f,13,,,,,unique,2431,Paul Sproule,1971:Paul_Sproule
1971,players/P/Peter_Bedford.html,8,27,27,f,f,18,1,2,1,4,unique,1519,Peter Bedford,1971:Peter_Bedford
1971,players/P/Peter_Brown2.html,2,99,99,f,f,6,,,,,resolved,2605,Peter Brown,1971:Peter_Brown2
1971,players/P/Peter_Cloke.html,2,99,99,f,f,11,,,,,unique,2696,Peter Cloke,1971:Peter_Cloke
1971,players/P/Peter_Crimmins.html,1,134,134,f,f,22,,,1,1,unique,1636,Peter Crimmins,1971:Peter_Crimmins
1971,players/P/Peter_Daniel.html,1,134,134,f,f,20,,,1,1,unique,1645,Peter Daniel,1971:Peter_Daniel
1971,players/P/Peter_Hudson.html,18,2,2,f,f,22,4,2,2,8,unique,1822,Peter Hudson,1971:Peter_Hudson
1971,players/P/Peter_Keenan.html,2,99,99,f,f,22,,,,,unique,1863,Peter Keenan,1971:Peter_Keenan
1971,players/P/Peter_Knights.html,2,99,99,f,f,21,,,,,unique,1882,Peter Knights,1971:Peter_Knights
1971,players/P/Peter_McKenna.html,6,38,38,f,f,21,1,,3,4,unique,1969,Peter McKenna,1971:Peter_McKenna
1971,players/P/Peter_Welsh0.html,2,99,99,f,f,20,,,,,resolved,2261,Peter Welsh,1971:Peter_Welsh0
1971,players/R/Ray_Ball.html,2,99,99,f,f,8,,,,,unique,1504,Ray Ball,1971:Ray_Ball
1971,players/R/Ray_Biffin.html,4,57,57,f,f,19,,,,,unique,1528,Ray Biffin,1971:Ray_Biffin
1971,players/R/Ray_Boyanich.html,5,46,46,f,f,21,,2,1,3,unique,2583,Ray Boyanich,1971:Ray_Boyanich
1971,players/R/Ray_Haynes.html,1,134,134,f,f,2,,,1,1,unique,3029,Ray Haynes,1971:Ray_Haynes
1971,players/R/Ray_Sault.html,2,99,99,f,f,14,,,,,unique,3660,Ray Sault,1971:Ray_Sault
1971,players/R/Rex_Hunt.html,10,17,17,f,f,18,2,2,,4,unique,1825,Rex Hunt,1971:Rex_Hunt
1971,players/R/Ricky_Quade.html,5,46,46,f,f,18,1,1,,2,unique,2089,Ricky Quade,1971:Ricky_Quade
1971,players/R/Rob_Smith.html,4,57,57,f,f,17,,,,,unique,2430,Rob Smith,1971:Rob_Smith
1971,players/R/Robert_Dean.html,5,46,46,f,f,18,,2,1,3,unique,1662,Robert Dean,1971:Robert_Dean
1971,players/R/Robert_Doyle.html,1,134,134,f,f,12,,,1,1,unique,2805,Robert Doyle,1971:Robert_Doyle
1971,players/R/Robert_McKenzie1.html,1,134,134,f,f,13,,,1,1,resolved,3324,Robert McKenzie,1971:Robert_McKenzie1
1971,players/R/Robert_Peterson.html,2,99,99,f,f,13,,,,,unique,3531,Robert Peterson,1971:Robert_Peterson
1971,players/R/Robert_Rose.html,1,134,134,f,f,15,,,1,1,unique,3623,Robert Rose,1971:Robert_Rose
1971,players/R/Robert_Walls.html,4,57,57,f,f,19,,,,,unique,2248,Robert Walls,1971:Robert_Walls
1971,players/R/Rod_Galt.html,3,68,68,f,f,14,,,,,unique,1746,Rod Galt,1971:Rod_Galt
1971,players/R/Roger_Dean.html,1,134,134,f,f,21,,,1,1,unique,2343,Roger Dean,1971:Roger_Dean
1971,players/R/Ross_Smith1.html,16,5,5,f,f,22,3,3,1,7,resolved,2429,Ross Smith,1971:Ross_Smith1
1971,players/R/Royce_Hart.html,11,14,14,f,f,21,1,4,,5,unique,2367,Royce Hart,1971:Royce_Hart
1971,players/R/Russell_Crow.html,3,68,68,f,f,21,,,,,unique,2339,Russell Crow,1971:Russell_Crow
1971,players/S/Sam_Kekovich.html,2,99,99,f,f,15,,,,,unique,1864,Sam Kekovich,1971:Sam_Kekovich
1971,players/S/Sergio_Silvagni.html,3,68,68,f,f,20,,,,,unique,3696,Sergio Silvagni,1971:Sergio_Silvagni
1971,players/S/Shane_Molloy.html,1,134,134,f,f,20,,,1,1,unique,2387,Shane Molloy,1971:Shane_Molloy
1971,players/S/Stan_Alves.html,10,17,17,f,f,18,2,1,2,5,unique,1485,Stan Alves,1971:Stan_Alves
1971,players/S/Stephen_Rae.html,2,99,99,f,f,9,,,,,unique,3559,Stephen Rae,1971:Stephen_Rae
1971,players/S/Steve_Hoffman.html,2,99,99,f,f,18,,,,,unique,1813,Steve Hoffman,1971:Steve_Hoffman
1971,players/S/Stuart_Magee.html,5,46,46,f,f,21,,2,1,3,unique,2376,Stuart Magee,1971:Stuart_Magee
1971,players/S/Stuart_Trott.html,2,99,99,f,f,22,,,,,unique,2437,Stuart Trott,1971:Stuart_Trott
1971,players/S/Syd_Jackson0.html,3,68,68,f,f,16,,,,,resolved,2370,Syd Jackson,1971:Syd_Jackson0
1971,players/T/Ted_Potter.html,5,46,46,f,f,22,,,,,unique,2410,Ted Potter,1971:Ted_Potter
1971,players/T/Tony_Sullivan.html,3,68,68,f,f,21,,,,,unique,2199,Tony Sullivan,1971:Tony_Sullivan
1971,players/T/Travis_Payze.html,5,46,46,f,f,21,,2,1,3,unique,2062,Travis Payze,1971:Travis_Payze
1971,players/T/Trevor_Rollinson.html,2,99,99,f,f,9,,,,,unique,3616,Trevor Rollinson,1971:Trevor_Rollinson
1971,players/V/Vin_Doolan.html,2,99,99,f,f,15,,,,,unique,2346,Vin Doolan,1971:Vin_Doolan
1971,players/V/Vin_Waite.html,3,68,68,f,f,22,,,,,unique,2246,Vin Waite,1971:Vin_Waite
1971,players/W/Warwick_Irwin.html,4,57,57,f,f,22,,,,,unique,1831,Warwick Irwin,1971:Warwick_Irwin
1971,players/W/Wayne_Closter.html,1,134,134,f,f,22,,,1,1,unique,1606,Wayne Closter,1971:Wayne_Closter
1971,players/W/Wayne_Headlam.html,1,134,134,f,f,22,,,1,1,unique,3033,Wayne Headlam,1971:Wayne_Headlam
1971,players/W/Wayne_Judson.html,1,134,134,f,f,15,,,1,1,unique,1859,Wayne Judson,1971:Wayne_Judson
1971,players/W/Wayne_Richardson.html,9,25,25,f,f,22,2,,3,5,unique,2109,Wayne Richardson,1971:Wayne_Richardson
1971,players/W/Wayne_Walsh.html,11,14,14,f,f,20,1,4,,5,unique,3844,Wayne Walsh,1971:Wayne_Walsh
1972,players/A/Adrian_Gallagher.html,3,73,73,f,f,19,,,,,unique,1745,Adrian Gallagher,1972:Adrian_Gallagher
1972,players/A/Alan_Atkinson.html,2,96,96,f,f,21,,,,,unique,1493,Alan Atkinson,1972:Alan_Atkinson
1972,players/A/Alan_Martello.html,8,30,30,f,f,21,2,1,,3,unique,1944,Alan Martello,1972:Alan_Martello
1972,players/A/Alan_Noonan.html,2,96,96,f,f,20,,,,,unique,2030,Alan Noonan,1972:Alan_Noonan
1972,players/A/Alan_Thompson.html,2,96,96,f,f,22,,,,,unique,2435,Alan Thompson,1972:Alan_Thompson
1972,players/A/Alex_Jesaulenko.html,11,11,11,f,f,20,3,1,,4,unique,1844,Alex Jesaulenko,1972:Alex_Jesaulenko
1972,players/A/Allan_Davis.html,9,21,21,f,f,22,3,,,3,unique,1655,Allan Davis,1972:Allan_Davis
1972,players/A/Andrew_Lukas.html,3,73,73,f,f,18,,,,,unique,3242,Andrew Lukas,1972:Andrew_Lukas
1972,players/B/Barry_Bourke.html,4,60,60,f,f,22,,,,,unique,1540,Barry Bourke,1972:Barry_Bourke
1972,players/B/Barry_Breen.html,3,73,73,f,f,19,,,,,unique,1548,Barry Breen,1972:Barry_Breen
1972,players/B/Barry_Davis.html,11,11,11,f,f,21,2,1,3,6,unique,1654,Barry Davis,1972:Barry_Davis
1972,players/B/Barry_Goodingham.html,7,40,40,f,f,18,1,2,,3,unique,2358,Barry Goodingham,1972:Barry_Goodingham
1972,players/B/Barry_Grinter.html,1,123,123,f,f,20,,,1,1,unique,2362,Barry Grinter,1972:Barry_Grinter
1972,players/B/Barry_Lawrence.html,3,73,73,f,f,13,,,,,unique,1915,Barry Lawrence,1972:Barry_Lawrence
1972,players/B/Barry_Padley.html,1,123,123,f,f,22,,,1,1,unique,2403,Barry Padley,1972:Barry_Padley
1972,players/B/Barry_Richardson.html,4,60,60,f,f,21,,,,,unique,2414,Barry Richardson,1972:Barry_Richardson
1972,players/B/Barry_Round.html,3,73,73,f,f,22,,,,,unique,2131,Barry Round,1972:Barry_Round
1972,players/B/Bernie_Quinlan.html,2,96,96,f,f,21,,,,,unique,2091,Bernie Quinlan,1972:Bernie_Quinlan
1972,players/B/Bill_Ryan0.html,9,21,21,f,f,19,,4,1,5,resolved,2421,Bill Ryan,1972:Bill_Ryan0
1972,players/B/Bob_Keddie.html,1,123,123,f,f,17,,,1,1,unique,2373,Bob Keddie,1972:Bob_Keddie
1972,players/B/Bob_Murray.html,2,96,96,f,f,11,,,,,unique,2393,Bob Murray,1972:Bob_Murray
1972,players/B/Brent_Crosswell.html,7,40,40,f,f,14,2,,1,3,unique,1637,Brent Crosswell,1972:Brent_Crosswell
1972,players/B/Brian_Roberts.html,5,52,52,f,f,14,,,,,unique,2119,Brian Roberts,1972:Brian_Roberts
1972,players/B/Bruce_Doull.html,5,52,52,f,f,22,,,,,unique,1680,Bruce Doull,1972:Bruce_Doull
1972,players/B/Bryan_Quirk.html,3,73,73,f,f,16,,,,,unique,2411,Bryan Quirk,1972:Bryan_Quirk
1972,players/C/Carl_Ditterich.html,11,11,11,f,f,19,3,,2,5,unique,1675,Carl Ditterich,1972:Carl_Ditterich
1972,players/C/Charlie_Grummisch.html,2,96,96,f,f,9,,,,,unique,1770,Charlie Grummisch,1972:Charlie_Grummisch
1972,players/C/Con_Britt.html,1,123,123,f,f,16,,,1,1,unique,2323,Con Britt,1972:Con_Britt
1972,players/C/Craig_McKellar.html,10,18,18,f,f,21,1,3,1,5,unique,2380,Craig McKellar,1972:Craig_McKellar
1972,players/D/David_Clarke0.html,12,8,8,f,f,18,2,1,4,7,resolved,1895,David Clarke,1972:David_Clarke0
1972,players/D/David_Dench.html,7,40,40,f,f,20,1,1,2,4,unique,1669,David Dench,1972:David_Dench
1972,players/D/David_McKay.html,3,73,73,f,f,22,,,,,unique,1968,David McKay,1972:David_McKay
1972,players/D/David_Parkin.html,1,123,123,f,f,20,,,1,1,unique,2055,David Parkin,1972:David_Parkin
1972,players/D/David_Rhodes.html,6,45,45,f,f,19,1,1,1,3,unique,2412,David Rhodes,1972:David_Rhodes
1972,players/D/David_Thorpe.html,9,21,21,f,f,21,1,3,,4,unique,2216,David Thorpe,1972:David_Thorpe
1972,players/D/Denis_Clark.html,1,123,123,f,f,9,,,1,1,unique,2333,Denis Clark,1972:Denis_Clark
1972,players/D/Des_Meagher.html,2,96,96,f,f,22,,,,,unique,1981,Des Meagher,1972:Des_Meagher
1972,players/D/Don_Brown.html,1,123,123,f,f,15,,,1,1,unique,2324,Don Brown,1972:Don_Brown
1972,players/D/Don_Scott0.html,3,73,73,f,f,18,,,,,resolved,2147,Don Scott,1972:Don_Scott0
1972,players/D/Doug_Gott.html,1,123,123,f,f,15,,,1,1,unique,1762,Doug Gott,1972:Doug_Gott
1972,players/D/Doug_Searl.html,2,96,96,f,f,18,,,,,unique,2151,Doug Searl,1972:Doug_Searl
1972,players/F/Francis_Bourke.html,6,45,45,f,f,17,1,1,1,3,unique,1539,Francis Bourke,1972:Francis_Bourke
1972,players/F/Frank_Davis.html,4,60,60,f,f,21,,,,,unique,2341,Frank Davis,1972:Frank_Davis
1972,players/G/Garry_Wilson.html,10,18,18,f,f,21,2,1,2,5,unique,2274,Garry Wilson,1972:Garry_Wilson
1972,players/G/Gary_Colling.html,1,123,123,f,f,21,,,1,1,unique,1617,Gary Colling,1972:Gary_Colling
1972,players/G/Gary_Crane.html,3,73,73,f,f,9,,,,,unique,1634,Gary Crane,1972:Gary_Crane
1972,players/G/Gary_Dempsey.html,12,8,8,f,f,21,2,2,2,6,unique,1667,Gary Dempsey,1972:Gary_Dempsey
